# TDA Hydrogen Analysis Results - Generated by TDA Analysis System
# Generated: 2025-07-13T11:07:22.064819
#
# === EXPERIMENT INFORMATION ===
# Experiment Name: 23-04-25 SS316L_sample(26)_300C_18hours 2025-04-23 17-58-45
# Source Folder: C:/Users/matth/OneDrive - The University of Manchester/PhD/Second year progress report/My data/TDA/23-04-25 SS316L_sample(26)_300C_18hours 2025-04-23 17-58-45
# Extraction Date: 2025-07-13T11:07:22.064819
# Operator: SYSTEM
#
# === SAMPLE PARAMETERS ===
# Sample Weight: 1.0 g
# Flow Rate: 20.0 ml/min
# Cycle Time: 4.0 minutes
#
# === DATA QUALITY SUMMARY ===
# Total Runs Attempted: 216
# Successful Runs: 216
# Failed Runs: 0
# Data Quality Score: Excellent (100.0% success rate)
#
# === CALCULATED RESULTS SUMMARY ===
# Total Hydrogen Released: 3.101476 ppm
# Maximum Evolution Rate: 0.08113289 ppm/min
# Average Evolution Rate: 0.00358967 ppm/min
# Experiment Duration: 860.0 minutes (14.33 hours)
#
# === COLUMN DEFINITIONS ===
# Run: Sequential run number from GC analysis
# Timestamp: Date and time of measurement (MM/DD/YYYY HH:MM:SS)
# Time_minutes: Minutes elapsed from start of experiment
# Peak_Area_µVs: Raw peak area from chromatograph (µV*s)
# Peak_Height_µV: Raw peak height from chromatograph (µV)
# H_ppm_per_min: Calculated hydrogen evolution rate (ppm/min)
# H_ppm_over_cycle: Hydrogen evolved during this cycle (ppm)
# Cumulative_H_ppm: Total cumulative hydrogen evolved (ppm)
# Quality_Flags: Data quality indicators (outlier, low_signal, etc.)
#
Run,Timestamp,Time_minutes,Peak_Area_µVs,Peak_Height_µV,H_ppm_per_min,H_ppm_over_cycle,Cumulative_H_ppm,Quality_Flags
119,1745465644,472.00,860.68042,225.73257,0.00031336,0.00125345,3.00192484,
120,1745465967,476.00,2713.17749,354.49316,0.00098783,0.00395133,3.00587617,
121,,480.00,2.00000,0.00000,0.00000073,0.00000291,3.00587908,low_signal
122,1745466610,484.00,1563.15637,331.74490,0.00056912,0.00227650,3.00815558,
123,1745466930,488.00,3360.75464,345.58887,0.00122361,0.00489442,3.01305000,
124,1745467252,492.00,3147.84375,492.99982,0.00114609,0.00458435,3.01763435,
125,1745467576,496.00,2498.20801,396.90588,0.00090956,0.00363826,3.02127261,
126,,500.00,2.00000,0.00000,0.00000073,0.00000291,3.02127552,low_signal
127,,504.00,2.00000,0.00000,0.00000073,0.00000291,3.02127844,low_signal
128,1745468542,508.00,2625.45190,327.65582,0.00095589,0.00382357,3.02510201,
129,1745468864,512.00,2786.16504,363.32117,0.00101441,0.00405762,3.02915963,
130,,516.00,2.00000,0.00000,0.00000073,0.00000291,3.02916254,low_signal
131,1745469507,520.00,1783.82788,270.25351,0.00064947,0.00259787,3.03176041,
132,1745469829,524.00,3266.20972,386.97253,0.00118918,0.00475673,3.03651715,
133,1745470151,528.00,2494.35620,318.63232,0.00090816,0.00363265,3.04014980,
134,1745470472,532.00,2597.00488,320.09637,0.00094554,0.00378214,3.04393194,
135,1745470794,536.00,2515.74146,340.83792,0.00091595,0.00366379,3.04759573,
136,1745471116,540.00,1509.07141,261.93088,0.00054943,0.00219773,3.04979346,
137,1745471438,544.00,2410.92456,304.19440,0.00087779,0.00351114,3.05330460,
138,1745471758,548.00,1108.27405,267.59393,0.00040351,0.00161403,3.05491864,
139,,552.00,2.00000,0.00000,0.00000073,0.00000291,3.05492155,low_signal
140,,556.00,2.00000,0.00000,0.00000073,0.00000291,3.05492446,low_signal
141,1745472727,560.00,1952.90186,288.70609,0.00071103,0.00284410,3.05776856,
142,,564.00,2.00000,0.00000,0.00000073,0.00000291,3.05777148,low_signal
143,,568.00,2.00000,0.00000,0.00000073,0.00000291,3.05777439,low_signal
144,,572.00,2.00000,0.00000,0.00000073,0.00000291,3.05777730,low_signal
145,1745474013,576.00,2620.62036,270.66919,0.00095413,0.00381653,3.06159383,
146,,580.00,2.00000,0.00000,0.00000073,0.00000291,3.06159675,low_signal
147,1745474658,584.00,2403.58154,366.51895,0.00087511,0.00350045,3.06509720,
148,,588.00,2.00000,0.00000,0.00000073,0.00000291,3.06510011,low_signal
149,,592.00,2.00000,0.00000,0.00000073,0.00000291,3.06510302,low_signal
150,1745475623,596.00,1945.36450,325.68878,0.00070828,0.00283313,3.06793615,
151,1745475945,600.00,1854.50720,267.32611,0.00067520,0.00270081,3.07063695,
152,1745476266,604.00,1725.81360,218.85065,0.00062835,0.00251338,3.07315034,
153,1745476590,608.00,2163.30859,233.06206,0.00078763,0.00315053,3.07630086,
154,,612.00,2.00000,0.00000,0.00000073,0.00000291,3.07630378,low_signal
155,,616.00,2.00000,0.00000,0.00000073,0.00000291,3.07630669,low_signal
156,,620.00,2.00000,0.00000,0.00000073,0.00000291,3.07630960,low_signal
157,,624.00,2.00000,0.00000,0.00000073,0.00000291,3.07631252,low_signal
158,1745478200,628.00,2115.76709,313.49725,0.00077032,0.00308129,3.07939381,
159,1745478522,632.00,1501.82812,284.40704,0.00054680,0.00218718,3.08158099,
160,,636.00,2.00000,0.00000,0.00000073,0.00000291,3.08158390,low_signal
161,1745479163,640.00,1532.26050,215.43423,0.00055788,0.00223150,3.08381540,
162,,644.00,2.00000,0.00000,0.00000073,0.00000291,3.08381832,low_signal
163,,648.00,2.00000,0.00000,0.00000073,0.00000291,3.08382123,low_signal
164,1745480128,652.00,1781.24902,287.43143,0.00064853,0.00259412,3.08641535,
165,,656.00,2.00000,0.00000,0.00000073,0.00000291,3.08641826,low_signal
166,1745480770,660.00,1891.34753,242.08357,0.00068861,0.00275446,3.08917272,
167,,664.00,2.00000,0.00000,0.00000073,0.00000291,3.08917563,low_signal
168,,668.00,2.00000,0.00000,0.00000073,0.00000291,3.08917854,low_signal
169,,672.00,2.00000,0.00000,0.00000073,0.00000291,3.08918146,low_signal
170,,676.00,2.00000,0.00000,0.00000073,0.00000291,3.08918437,low_signal
171,,680.00,2.00000,0.00000,0.00000073,0.00000291,3.08918728,low_signal
172,,684.00,2.00000,0.00000,0.00000073,0.00000291,3.08919019,low_signal
173,,688.00,2.00000,0.00000,0.00000073,0.00000291,3.08919311,low_signal
174,,692.00,2.00000,0.00000,0.00000073,0.00000291,3.08919602,low_signal
175,,696.00,2.00000,0.00000,0.00000073,0.00000291,3.08919893,low_signal
176,,700.00,2.00000,0.00000,0.00000073,0.00000291,3.08920184,low_signal
177,,704.00,2.00000,0.00000,0.00000073,0.00000291,3.08920476,low_signal
178,,708.00,2.00000,0.00000,0.00000073,0.00000291,3.08920767,low_signal
179,,712.00,2.00000,0.00000,0.00000073,0.00000291,3.08921058,low_signal
180,,716.00,2.00000,0.00000,0.00000073,0.00000291,3.08921350,low_signal
181,,720.00,2.00000,0.00000,0.00000073,0.00000291,3.08921641,low_signal
182,,724.00,2.00000,0.00000,0.00000073,0.00000291,3.08921932,low_signal
183,,728.00,2.00000,0.00000,0.00000073,0.00000291,3.08922223,low_signal
184,,732.00,2.00000,0.00000,0.00000073,0.00000291,3.08922515,low_signal
185,,736.00,2.00000,0.00000,0.00000073,0.00000291,3.08922806,low_signal
186,,740.00,2.00000,0.00000,0.00000073,0.00000291,3.08923097,low_signal
187,,744.00,2.00000,0.00000,0.00000073,0.00000291,3.08923388,low_signal
188,1745487844,748.00,905.18744,219.69234,0.00032957,0.00131827,3.09055215,
189,,752.00,2.00000,0.00000,0.00000073,0.00000291,3.09055506,low_signal
190,1745488488,756.00,1919.01392,262.17303,0.00069869,0.00279475,3.09334981,
191,,760.00,2.00000,0.00000,0.00000073,0.00000291,3.09335273,low_signal
192,,764.00,2.00000,0.00000,0.00000073,0.00000291,3.09335564,low_signal
193,,768.00,2.00000,0.00000,0.00000073,0.00000291,3.09335855,low_signal
194,,772.00,2.00000,0.00000,0.00000073,0.00000291,3.09336146,low_signal
195,,776.00,2.00000,0.00000,0.00000073,0.00000291,3.09336438,low_signal
196,1745490416,780.00,1966.09009,263.73376,0.00071583,0.00286331,3.09622769,
197,,784.00,2.00000,0.00000,0.00000073,0.00000291,3.09623060,low_signal
198,,788.00,2.00000,0.00000,0.00000073,0.00000291,3.09623351,low_signal
199,,792.00,2.00000,0.00000,0.00000073,0.00000291,3.09623642,low_signal
200,1745491705,796.00,928.32172,241.09093,0.00033799,0.00135196,3.09758838,
201,1745492029,800.00,1300.98950,201.80492,0.00047367,0.00189469,3.09948308,
202,,804.00,2.00000,0.00000,0.00000073,0.00000291,3.09948599,low_signal
203,,808.00,2.00000,0.00000,0.00000073,0.00000291,3.09948890,low_signal
204,,812.00,2.00000,0.00000,0.00000073,0.00000291,3.09949181,low_signal
205,,816.00,2.00000,0.00000,0.00000073,0.00000291,3.09949473,low_signal
206,,820.00,2.00000,0.00000,0.00000073,0.00000291,3.09949764,low_signal
207,,824.00,2.00000,0.00000,0.00000073,0.00000291,3.09950055,low_signal
208,1745494280,828.00,1340.76855,217.34795,0.00048816,0.00195262,3.10145318,
209,,832.00,2.00000,0.00000,0.00000073,0.00000291,3.10145609,low_signal
210,,836.00,2.00000,0.00000,0.00000073,0.00000291,3.10145900,low_signal
211,,840.00,2.00000,0.00000,0.00000073,0.00000291,3.10146191,low_signal
212,,844.00,2.00000,0.00000,0.00000073,0.00000291,3.10146483,low_signal
213,,848.00,2.00000,0.00000,0.00000073,0.00000291,3.10146774,low_signal
214,,852.00,2.00000,0.00000,0.00000073,0.00000291,3.10147065,low_signal
215,,856.00,2.00000,0.00000,0.00000073,0.00000291,3.10147356,low_signal
216,,860.00,2.00000,0.00000,0.00000073,0.00000291,3.10147648,low_signal
