# TDA Hydrogen Analysis Results - Generated by TDA Analysis System,,,,,,,,
# Generated: 2025-07-13T11:07:04.149032,,,,,,,,
#,,,,,,,,
# === EXPERIMENT INFORMATION ===,,,,,,,,
# Experiment Name: 22-04-25 SS316L_sample(26)_RT_18hours 2025-04-22 17-30-08,,,,,,,,
# Source Folder: C:/Users/matth/OneDrive - The University of Manchester/PhD/Second year progress report/My data/TDA/22-04-25 SS316L_sample(26)_RT_18hours 2025-04-22 17-30-08,,,,,,,,
# Extraction Date: 2025-07-13T11:07:04.140291,,,,,,,,
# Operator: SYSTEM,,,,,,,,
#,,,,,,,,
# === SAMPLE PARAMETERS ===,,,,,,,,
# Sample Weight: 5.0 g,,,,,,,,
# Flow Rate: 20.0 ml/min,,,,,,,,
# Cycle Time: 4.0 minutes,,,,,,,,
#,,,,,,,,
# === DATA QUALITY SUMMARY ===,,,,,,,,
# Total Runs Attempted: 216,,,,,,,,
# Successful Runs: 216,,,,,,,,
# Failed Runs: 0,,,,,,,,
# Data Quality Score: Excellent (100.0% success rate),,,,,,,,
#,,,,,,,,
# === CALCULATED RESULTS SUMMARY ===,,,,,,,,
# Total Hydrogen Released: 2.491506 ppm,,,,,,,,
# Maximum Evolution Rate: 0.02125589 ppm/min,,,,,,,,
# Average Evolution Rate: 0.00288369 ppm/min,,,,,,,,
# Experiment Duration: 860.0 minutes (14.33 hours),,,,,,,,
#,,,,,,,,
# === COLUMN DEFINITIONS ===,,,,,,,,
# Run: Sequential run number from GC analysis,,,,,,,,
# Timestamp: Date and time of measurement (MM/DD/YYYY HH:MM:SS),,,,,,,,
# Time_minutes: Minutes elapsed from start of experiment,,,,,,,,
# Peak_Area_µVs: Raw peak area from chromatograph (µV*s),,,,,,,,
# Peak_Height_µV: Raw peak height from chromatograph (µV),,,,,,,,
# H_ppm_per_min: Calculated hydrogen evolution rate (ppm/min),,,,,,,,
# H_ppm_over_cycle: Hydrogen evolved during this cycle (ppm),,,,,,,,
# Cumulative_H_ppm: Total cumulative hydrogen evolved (ppm),,,,,,,,
# Quality_Flags: Data quality indicators (outlier, low_signal, etc.),,,,,,
#,,,,,,,,
Run,Timestamp,Time_minutes,Peak_Area_µVs,Peak_Height_µV,H_ppm_per_min,H_ppm_over_cycle,Cumulative_H_ppm,Quality_Flags
120,1745377727,476,4921.8623,520.62531,0.00179198,0.00716794,2.17029588,
121,1745378050,480,4387.08838,525.8775,0.00159728,0.00638912,2.176685,
122,1745378372,484,3934.9585,401.96716,0.00143267,0.00573066,2.18241566,
123,1745378693,488,4347.26465,468.93466,0.00158278,0.00633113,2.18874679,
124,,492,2,0,0.00000073,0.00000291,2.1887497,low_signal
125,1745379335,496,3416.32007,459.18652,0.00124384,0.00497535,2.19372505,
126,1745379657,500,4438.59863,519.85724,0.00161603,0.00646414,2.20018919,
127,1745379979,504,3676.98071,440.11224,0.00133874,0.00535496,2.20554415,
128,1745380300,508,3916.00952,498.14676,0.00142577,0.00570307,2.21124722,
129,1745380620,512,3985.93677,459.01035,0.00145123,0.00580491,2.21705213,
130,,516,2,0,0.00000073,0.00000291,2.21705504,low_signal
131,1745381261,520,4855.95557,537.01428,0.00176799,0.00707196,2.22412699,
132,1745381584,524,4372.01758,539.82758,0.00159179,0.00636717,2.23049417,
133,1745381904,528,4677.20947,619.77979,0.00170291,0.00681164,2.23730581,
134,,532,2,0,0.00000073,0.00000291,2.23730872,low_signal
135,,536,2,0,0.00000073,0.00000291,2.23731163,low_signal
136,1745382871,540,4652.34082,533.93976,0.00169386,0.00677542,2.24408706,
137,1745383192,544,3769.00537,508.98206,0.00137224,0.00548898,2.24957604,
138,1745383513,548,3193.69019,404.35593,0.00116278,0.00465112,2.25422716,
139,,552,2,0,0.00000073,0.00000291,2.25423007,low_signal
140,,556,2,0,0.00000073,0.00000291,2.25423298,low_signal
141,1745384475,560,3314.57227,429.39462,0.00120679,0.00482717,2.25906015,
142,1745384799,564,3895.50049,480.59668,0.0014183,0.0056732,2.26473335,
143,1745385120,568,3755.81763,461.38382,0.00136744,0.00546977,2.27020312,
144,1745385441,572,4451.53369,462.86826,0.00162074,0.00648298,2.2766861,
145,1745385763,576,3306.5,385.34454,0.00120385,0.00481541,2.28150151,
146,1745386084,580,2703.28979,388.87146,0.00098423,0.00393693,2.28543844,
147,1745386406,584,3148.75293,418.63312,0.00114642,0.00458568,2.29002412,
148,,588,2,0,0.00000073,0.00000291,2.29002703,low_signal
149,1745387047,592,3698.69727,433.24603,0.00134665,0.00538659,2.29541362,
150,1745387368,596,3884.99023,507.64215,0.00141447,0.00565789,2.30107151,
151,,600,2,0,0.00000073,0.00000291,2.30107442,low_signal
152,1745388009,604,2677.74609,494.15033,0.00097493,0.00389973,2.30497415,
153,1745388330,608,2100.45825,319.58691,0.00076475,0.003059,2.30803315,
154,1745388651,612,2409.85083,392.85422,0.00087739,0.00350958,2.31154273,
155,1745388972,616,4518.48633,550.76123,0.00164512,0.00658048,2.31812321,
156,,620,2,0,0.00000073,0.00000291,2.31812612,low_signal
157,1745389614,624,4063.64258,476.46078,0.00147952,0.00591807,2.3240442,
158,1745389937,628,2088.22046,372.59125,0.00076029,0.00304117,2.32708537,
159,,632,2,0,0.00000073,0.00000291,2.32708828,low_signal
160,1745390581,636,4590.87744,446.95377,0.00167148,0.00668591,2.33377419,
161,1745390904,640,3152.07544,427.83411,0.00114763,0.00459052,2.33836471,
162,1745391225,644,2745.72534,393.36877,0.00099968,0.00399873,2.34236344,
163,1745391546,648,2718.03149,360.73773,0.0009896,0.0039584,2.34632183,
164,1745391869,652,2684.52661,356.4339,0.0009774,0.0039096,2.35023144,
165,1745392191,656,3124.76099,389.14734,0.00113768,0.00455074,2.35478217,
166,1745392514,660,4068.6084,466.80652,0.00148133,0.00592531,2.36070748,
167,1745392834,664,1675.03906,302.05252,0.00060986,0.00243944,2.36314692,
168,1745393158,668,2300.30273,306.70651,0.00083751,0.00335004,2.36649695,
169,,672,2,0,0.00000073,0.00000291,2.36649987,low_signal
170,1745393802,676,2810.24731,370.76215,0.00102317,0.0040927,2.37059256,
171,1745394124,680,1179.28235,232.41931,0.00042936,0.00171744,2.37231001,
172,,684,2,0,0.00000073,0.00000291,2.37231292,low_signal
173,1745394769,688,3270.46387,371.43863,0.00119073,0.00476293,2.37707585,
174,1745395092,692,2705.32935,341.88828,0.00098497,0.0039399,2.38101575,
175,1745395413,696,2355.21484,344.74991,0.0008575,0.00343001,2.38444576,
176,,700,2,0,0.00000073,0.00000291,2.38444867,low_signal
177,1745396055,704,1379.50842,324.57938,0.00050226,0.00200904,2.38645771,
178,,708,2,0,0.00000073,0.00000291,2.38646063,low_signal
179,1745396697,712,2203.97632,287.74979,0.00080244,0.00320975,2.38967038,
180,1745397018,716,2451.81665,392.51526,0.00089267,0.0035707,2.39324108,
181,1745397339,720,2726.57642,323.17795,0.00099271,0.00397084,2.39721192,
182,1745397661,724,2536.68457,391.60236,0.00092357,0.00369429,2.40090621,
183,1745397981,728,3202.35107,423.34702,0.00116593,0.00466373,2.40556994,
184,1745398302,732,3273.28052,454.67514,0.00119176,0.00476703,2.41033698,
185,,736,2,0,0.00000073,0.00000291,2.41033989,low_signal
186,1745398947,740,3107.7417,356.66772,0.00113149,0.00452595,2.41486584,
187,1745399267,744,3817.70605,462.64359,0.00138998,0.0055599,2.42042574,
188,,748,2,0,0.00000073,0.00000291,2.42042866,low_signal
189,,752,2,0,0.00000073,0.00000291,2.42043157,low_signal
190,1745400232,756,2343.23486,333.88422,0.00085314,0.00341256,2.42384413,
191,1745400553,760,2842.72314,410.13702,0.001035,0.00413999,2.42798412,
192,1745400875,764,3343.90332,378.26465,0.00121747,0.00486988,2.43285401,
193,1745401196,768,3198.89087,406.87274,0.00116467,0.0046587,2.4375127,
194,1745401519,772,3988.39673,477.8989,0.00145212,0.00580849,2.44332119,
195,1745401843,776,504.0972,220.53166,0.00018354,0.00073414,2.44405533,
196,1745402165,780,2905.55591,349.10806,0.00105787,0.0042315,2.44828683,
197,1745402487,784,2407.65356,363.56662,0.00087659,0.00350638,2.45179321,
198,1745402809,788,1332.35437,229.16527,0.00048509,0.00194037,2.45373358,
199,1745403132,792,3271.61523,409.28751,0.00119115,0.00476461,2.45849819,
200,,796,2,0,0.00000073,0.00000291,2.4585011,low_signal
201,1745403777,800,2576.98657,331.2276,0.00093825,0.00375299,2.46225409,
202,,804,2,0,0.00000073,0.00000291,2.462257,low_signal
203,,808,2,0,0.00000073,0.00000291,2.46225991,low_signal
204,1745404745,812,2583.34253,375.97833,0.00094056,0.00376224,2.46602215,
205,1745405070,816,2121.23535,270.1088,0.00077231,0.00308925,2.46911141,
206,,820,2,0,0.00000073,0.00000291,2.46911432,low_signal
207,1745405715,824,2416.0813,314.31006,0.00087966,0.00351865,2.47263297,
208,,828,2,0,0.00000073,0.00000291,2.47263589,low_signal
209,,832,2,0,0.00000073,0.00000291,2.4726388,low_signal
210,,836,2,0,0.00000073,0.00000291,2.47264171,low_signal
211,1745406999,840,2243.03052,310.93881,0.00081666,0.00326663,2.47590834,
212,,844,2,0,0.00000073,0.00000291,2.47591126,low_signal
213,1745407645,848,3412.47363,359.09778,0.00124244,0.00496975,2.480881,
214,1745407968,852,3602.77612,392.96899,0.00131172,0.00524689,2.48612789,
215,1745408290,856,1711.03418,239.76065,0.00062296,0.00249186,2.48861975,
216,1745408611,860,1981.604,415.00232,0.00072148,0.0028859,2.49150566,
