# TDA Hydrogen Analysis Results - Generated by TDA Analysis System
# Generated: 2025-07-13T12:29:35.258513
#
# === EXPERIMENT INFORMATION ===
# Experiment Name: WRAY 500MIN EXTRUN 2024-08-17 12-01-08
# Source Folder: C:/Users/matth/OneDrive - The University of Manchester/PhD/Second year progress report/My data/TDA/WRAY 500MIN EXTRUN 2024-08-17 12-01-08
# Extraction Date: 2025-07-13T12:29:35.257513
# Operator: SYSTEM
#
# === SAMPLE PARAMETERS ===
# Sample Weight: 5.0 g
# Flow Rate: 20.0 ml/min
# Cycle Time: 4.0 minutes
#
# === DATA QUALITY SUMMARY ===
# Total Runs Attempted: 315
# Successful Runs: 300
# Failed Runs: 15
# Missing Run Numbers: 301,302,303,304,305,306,307,308,309,310,311,312,313,314,315
# Data Quality Score: Excellent (95.2% success rate)
#
# === CALCULATED RESULTS SUMMARY ===
# Total Hydrogen Released: 0.800262 ppm
# Maximum Evolution Rate: 0.03680271 ppm/min
# Average Evolution Rate: 0.00066688 ppm/min
# Experiment Duration: 1196.0 minutes (19.93 hours)
#
# === COLUMN DEFINITIONS ===
# Run: Sequential run number from GC analysis
# Timestamp: Date and time of measurement (MM/DD/YYYY HH:MM:SS)
# Time_minutes: Minutes elapsed from start of experiment
# Peak_Area_µVs: Raw peak area from chromatograph (µV*s)
# Peak_Height_µV: Raw peak height from chromatograph (µV)
# H_ppm_per_min: Calculated hydrogen evolution rate (ppm/min)
# H_ppm_over_cycle: Hydrogen evolved during this cycle (ppm)
# Cumulative_H_ppm: Total cumulative hydrogen evolved (ppm)
# Quality_Flags: Data quality indicators (outlier, low_signal, etc.)
#
Run,Timestamp,Time_minutes,Peak_Area_µVs,Peak_Height_µV,H_ppm_per_min,H_ppm_over_cycle,Cumulative_H_ppm,Quality_Flags
184,,728.00,2.00000,0.00000,0.00000015,0.00000059,0.79195569,low_signal
185,,732.00,2.00000,0.00000,0.00000015,0.00000059,0.79195628,low_signal
186,,736.00,2.00000,0.00000,0.00000015,0.00000059,0.79195688,low_signal
187,,740.00,2.00000,0.00000,0.00000015,0.00000059,0.79195747,low_signal
188,,744.00,2.00000,0.00000,0.00000015,0.00000059,0.79195807,low_signal
189,,748.00,2.00000,0.00000,0.00000015,0.00000059,0.79195866,low_signal
190,,752.00,2.00000,0.00000,0.00000015,0.00000059,0.79195925,low_signal
191,,756.00,2.00000,0.00000,0.00000015,0.00000059,0.79195985,low_signal
192,,760.00,2.00000,0.00000,0.00000015,0.00000059,0.79196044,low_signal
193,,764.00,2.00000,0.00000,0.00000015,0.00000059,0.79196104,low_signal
194,,768.00,2.00000,0.00000,0.00000015,0.00000059,0.79196163,low_signal
195,,772.00,2.00000,0.00000,0.00000015,0.00000059,0.79196222,low_signal
196,,776.00,2.00000,0.00000,0.00000015,0.00000059,0.79196282,low_signal
197,,780.00,2.00000,0.00000,0.00000015,0.00000059,0.79196341,low_signal
198,,784.00,2.00000,0.00000,0.00000015,0.00000059,0.79196401,low_signal
199,,788.00,2.00000,0.00000,0.00000015,0.00000059,0.79196460,low_signal
200,,792.00,2.00000,0.00000,0.00000015,0.00000059,0.79196519,low_signal
201,,796.00,2.00000,0.00000,0.00000015,0.00000059,0.79196579,low_signal
202,,800.00,2.00000,0.00000,0.00000015,0.00000059,0.79196638,low_signal
203,,804.00,2.00000,0.00000,0.00000015,0.00000059,0.79196698,low_signal
204,,808.00,2.00000,0.00000,0.00000015,0.00000059,0.79196757,low_signal
205,,812.00,2.00000,0.00000,0.00000015,0.00000059,0.79196816,low_signal
206,,816.00,2.00000,0.00000,0.00000015,0.00000059,0.79196876,low_signal
207,,820.00,2.00000,0.00000,0.00000015,0.00000059,0.79196935,low_signal
208,,824.00,2.00000,0.00000,0.00000015,0.00000059,0.79196994,low_signal
209,,828.00,2.00000,0.00000,0.00000015,0.00000059,0.79197054,low_signal
210,,832.00,2.00000,0.00000,0.00000015,0.00000059,0.79197113,low_signal
211,,836.00,2.00000,0.00000,0.00000015,0.00000059,0.79197173,low_signal
212,1723959855,840.00,993.07147,203.34818,0.00007373,0.00029491,0.79226663,
213,,844.00,2.00000,0.00000,0.00000015,0.00000059,0.79226723,low_signal
214,,848.00,2.00000,0.00000,0.00000015,0.00000059,0.79226782,low_signal
215,,852.00,2.00000,0.00000,0.00000015,0.00000059,0.79226842,low_signal
216,,856.00,2.00000,0.00000,0.00000015,0.00000059,0.79226901,low_signal
217,,860.00,2.00000,0.00000,0.00000015,0.00000059,0.79226960,low_signal
218,,864.00,2.00000,0.00000,0.00000015,0.00000059,0.79227020,low_signal
219,,868.00,2.00000,0.00000,0.00000015,0.00000059,0.79227079,low_signal
220,,872.00,2.00000,0.00000,0.00000015,0.00000059,0.79227138,low_signal
221,,876.00,2.00000,0.00000,0.00000015,0.00000059,0.79227198,low_signal
222,,880.00,2.00000,0.00000,0.00000015,0.00000059,0.79227257,low_signal
223,,884.00,2.00000,0.00000,0.00000015,0.00000059,0.79227317,low_signal
224,,888.00,2.00000,0.00000,0.00000015,0.00000059,0.79227376,low_signal
225,,892.00,2.00000,0.00000,0.00000015,0.00000059,0.79227435,low_signal
226,,896.00,2.00000,0.00000,0.00000015,0.00000059,0.79227495,low_signal
227,,900.00,2.00000,0.00000,0.00000015,0.00000059,0.79227554,low_signal
228,,904.00,2.00000,0.00000,0.00000015,0.00000059,0.79227614,low_signal
229,,908.00,2.00000,0.00000,0.00000015,0.00000059,0.79227673,low_signal
230,,912.00,2.00000,0.00000,0.00000015,0.00000059,0.79227732,low_signal
231,,916.00,2.00000,0.00000,0.00000015,0.00000059,0.79227792,low_signal
232,,920.00,2.00000,0.00000,0.00000015,0.00000059,0.79227851,low_signal
233,,924.00,2.00000,0.00000,0.00000015,0.00000059,0.79227911,low_signal
234,,928.00,2.00000,0.00000,0.00000015,0.00000059,0.79227970,low_signal
235,,932.00,2.00000,0.00000,0.00000015,0.00000059,0.79228029,low_signal
236,,936.00,2.00000,0.00000,0.00000015,0.00000059,0.79228089,low_signal
237,,940.00,2.00000,0.00000,0.00000015,0.00000059,0.79228148,low_signal
238,,944.00,2.00000,0.00000,0.00000015,0.00000059,0.79228208,low_signal
239,,948.00,2.00000,0.00000,0.00000015,0.00000059,0.79228267,low_signal
240,,952.00,2.00000,0.00000,0.00000015,0.00000059,0.79228326,low_signal
241,,956.00,2.00000,0.00000,0.00000015,0.00000059,0.79228386,low_signal
242,,960.00,2.00000,0.00000,0.00000015,0.00000059,0.79228445,low_signal
243,,964.00,2.00000,0.00000,0.00000015,0.00000059,0.79228505,low_signal
244,,968.00,2.00000,0.00000,0.00000015,0.00000059,0.79228564,low_signal
245,,972.00,2.00000,0.00000,0.00000015,0.00000059,0.79228623,low_signal
246,,976.00,2.00000,0.00000,0.00000015,0.00000059,0.79228683,low_signal
247,,980.00,2.00000,0.00000,0.00000015,0.00000059,0.79228742,low_signal
248,,984.00,2.00000,0.00000,0.00000015,0.00000059,0.79228801,low_signal
249,,988.00,2.00000,0.00000,0.00000015,0.00000059,0.79228861,low_signal
250,,992.00,2.00000,0.00000,0.00000015,0.00000059,0.79228920,low_signal
251,,996.00,2.00000,0.00000,0.00000015,0.00000059,0.79228980,low_signal
252,,1000.00,2.00000,0.00000,0.00000015,0.00000059,0.79229039,low_signal
253,,1004.00,2.00000,0.00000,0.00000015,0.00000059,0.79229098,low_signal
254,,1008.00,2.00000,0.00000,0.00000015,0.00000059,0.79229158,low_signal
255,,1012.00,2.00000,0.00000,0.00000015,0.00000059,0.79229217,low_signal
256,1723973895,1016.00,1766.56836,203.44241,0.00013115,0.00052461,0.79281678,
257,,1020.00,2.00000,0.00000,0.00000015,0.00000059,0.79281737,low_signal
258,,1024.00,2.00000,0.00000,0.00000015,0.00000059,0.79281797,low_signal
259,,1028.00,2.00000,0.00000,0.00000015,0.00000059,0.79281856,low_signal
260,,1032.00,2.00000,0.00000,0.00000015,0.00000059,0.79281916,low_signal
261,,1036.00,2.00000,0.00000,0.00000015,0.00000059,0.79281975,low_signal
262,,1040.00,2.00000,0.00000,0.00000015,0.00000059,0.79282034,low_signal
263,,1044.00,2.00000,0.00000,0.00000015,0.00000059,0.79282094,low_signal
264,,1048.00,2.00000,0.00000,0.00000015,0.00000059,0.79282153,low_signal
265,,1052.00,2.00000,0.00000,0.00000015,0.00000059,0.79282213,low_signal
266,,1056.00,2.00000,0.00000,0.00000015,0.00000059,0.79282272,low_signal
267,,1060.00,2.00000,0.00000,0.00000015,0.00000059,0.79282331,low_signal
268,,1064.00,2.00000,0.00000,0.00000015,0.00000059,0.79282391,low_signal
269,1723978046,1068.00,958.27570,242.16109,0.00007114,0.00028457,0.79310848,
270,,1072.00,2.00000,0.00000,0.00000015,0.00000059,0.79310908,low_signal
271,,1076.00,2.00000,0.00000,0.00000015,0.00000059,0.79310967,low_signal
272,,1080.00,2.00000,0.00000,0.00000015,0.00000059,0.79311026,low_signal
273,,1084.00,2.00000,0.00000,0.00000015,0.00000059,0.79311086,low_signal
274,,1088.00,2.00000,0.00000,0.00000015,0.00000059,0.79311145,low_signal
275,,1092.00,2.00000,0.00000,0.00000015,0.00000059,0.79311205,low_signal
276,,1096.00,2.00000,0.00000,0.00000015,0.00000059,0.79311264,low_signal
277,,1100.00,2.00000,0.00000,0.00000015,0.00000059,0.79311323,low_signal
278,,1104.00,2.00000,0.00000,0.00000015,0.00000059,0.79311383,low_signal
279,,1108.00,2.00000,0.00000,0.00000015,0.00000059,0.79311442,low_signal
280,,1112.00,2.00000,0.00000,0.00000015,0.00000059,0.79311501,low_signal
281,,1116.00,2.00000,0.00000,0.00000015,0.00000059,0.79311561,low_signal
282,,1120.00,2.00000,0.00000,0.00000015,0.00000059,0.79311620,low_signal
283,,1124.00,2.00000,0.00000,0.00000015,0.00000059,0.79311680,low_signal
284,,1128.00,2.00000,0.00000,0.00000015,0.00000059,0.79311739,low_signal
285,,1132.00,2.00000,0.00000,0.00000015,0.00000059,0.79311798,low_signal
286,,1136.00,2.00000,0.00000,0.00000015,0.00000059,0.79311858,low_signal
287,,1140.00,2.00000,0.00000,0.00000015,0.00000059,0.79311917,low_signal
288,,1144.00,2.00000,0.00000,0.00000015,0.00000059,0.79311977,low_signal
289,,1148.00,2.00000,0.00000,0.00000015,0.00000059,0.79312036,low_signal
290,,1152.00,2.00000,0.00000,0.00000015,0.00000059,0.79312095,low_signal
291,,1156.00,2.00000,0.00000,0.00000015,0.00000059,0.79312155,low_signal
292,,1160.00,2.00000,0.00000,0.00000015,0.00000059,0.79312214,low_signal
293,,1164.00,2.00000,0.00000,0.00000015,0.00000059,0.79312274,low_signal
294,,1168.00,2.00000,0.00000,0.00000015,0.00000059,0.79312333,low_signal
295,,1172.00,2.00000,0.00000,0.00000015,0.00000059,0.79312392,low_signal
296,,1176.00,2.00000,0.00000,0.00000015,0.00000059,0.79312452,low_signal
297,,1180.00,2.00000,0.00000,0.00000015,0.00000059,0.79312511,low_signal
298,,1184.00,2.00000,0.00000,0.00000015,0.00000059,0.79312571,low_signal
299,,1188.00,2.00000,0.00000,0.00000015,0.00000059,0.79312630,low_signal
300,,1192.00,2.00000,0.00000,0.00000015,0.00000059,0.79312689,low_signal
316,1723892499,1196.00,24025.97852,3656.68604,0.00178372,0.00713486,0.80026176,
