# TDA Hydrogen Analysis Results - Generated by TDA Analysis System
# Generated: 2025-07-08T02:36:56.941896
#
# === EXPERIMENT INFORMATION ===
# Experiment Name: 19-05-25 SS316L_sample(32)_900C_24hours 2025-05-21 18-11-23
# Source Folder: C:/Users/matth/OneDrive - The University of Manchester/PhD/Second year progress report/My data/TDA/19-05-25 SS316L_sample(32)_900C_24hours 2025-05-21 18-11-23
# Extraction Date: 2025-07-08T02:36:56.941896
# Operator: SYSTEM
#
# === SAMPLE PARAMETERS ===
# Sample Weight: 5.0 g
# Flow Rate: 20.0 ml/min
# Cycle Time: 5.0 minutes
#
# === DATA QUALITY SUMMARY ===
# Total Runs Attempted: 288
# Successful Runs: 288
# Failed Runs: 0
# Data Quality Score: Excellent (100.0% success rate)
#
# === CALCULATED RESULTS SUMMARY ===
# Total Hydrogen Released: 1.788023 ppm
# Maximum Evolution Rate: 0.01100688 ppm/min
# Average Evolution Rate: 0.00124168 ppm/min
# Experiment Duration: 1435.0 minutes (23.92 hours)
#
# === COLUMN DEFINITIONS ===
# Run: Sequential run number from GC analysis
# Timestamp: Date and time of measurement (MM/DD/YYYY HH:MM:SS)
# Time_minutes: Minutes elapsed from start of experiment
# Peak_Area_µVs: Raw peak area from chromatograph (µV*s)
# Peak_Height_µV: Raw peak height from chromatograph (µV)
# H_ppm_per_min: Calculated hydrogen evolution rate (ppm/min)
# H_ppm_over_cycle: Hydrogen evolved during this cycle (ppm)
# Cumulative_H_ppm: Total cumulative hydrogen evolved (ppm)
# Quality_Flags: Data quality indicators (outlier, low_signal, etc.)
#
Run,Timestamp,Time_minutes,Peak_Area_µVs,Peak_Height_µV,H_ppm_per_min,H_ppm_over_cycle,Cumulative_H_ppm,Quality_Flags
43,1747861098,210.00,23239.16602,2830.82202,0.00169221,0.00846107,0.95107144,
44,1747861419,215.00,22823.94141,2752.17969,0.00166198,0.00830989,0.95938133,
45,1747861740,220.00,22560.47656,2743.21997,0.00164279,0.00821397,0.96759530,
46,1747862065,225.00,22554.46875,2620.88940,0.00164236,0.00821178,0.97580708,
47,1747862389,230.00,21516.95898,2674.56934,0.00156681,0.00783404,0.98364112,
48,1747862710,235.00,21305.78320,2502.02539,0.00155143,0.00775715,0.99139828,
49,1747863034,240.00,20346.17969,2480.81836,0.00148155,0.00740777,0.99880605,
50,1747863355,245.00,20347.82617,2413.19312,0.00148167,0.00740837,1.00621443,
51,1747863809,250.00,19177.23633,2284.63159,0.00139644,0.00698218,1.01319660,
52,1747864136,255.00,19666.05664,2301.99756,0.00143203,0.00716015,1.02035675,
53,1747864595,260.00,17991.42773,2188.41968,0.00131009,0.00655044,1.02690719,
54,1747865009,265.00,18292.03711,2137.83838,0.00133198,0.00665989,1.03356708,
55,1747865332,270.00,17339.21289,2091.56079,0.00126260,0.00631298,1.03988006,
56,1747865656,275.00,17577.66211,2118.32544,0.00127996,0.00639979,1.04627985,
57,1747865980,280.00,16478.25781,2075.17676,0.00119990,0.00599952,1.05227937,
58,1747866304,285.00,16593.43164,1923.64111,0.00120829,0.00604145,1.05832082,
59,1747866627,290.00,16805.79102,2047.74573,0.00122375,0.00611877,1.06443958,
60,1747866951,295.00,16445.61523,1953.85046,0.00119753,0.00598763,1.07042721,
61,1747867275,300.00,15644.63672,1817.45776,0.00113920,0.00569600,1.07612322,
62,1747867596,305.00,15785.65137,1831.72107,0.00114947,0.00574735,1.08187056,
63,1747867917,310.00,15182.43848,1829.91028,0.00110554,0.00552772,1.08739829,
64,1747868241,315.00,15128.33691,1798.61292,0.00110161,0.00550803,1.09290632,
65,1747868561,320.00,15777.17773,1875.14917,0.00114885,0.00574426,1.09865058,
66,1747868886,325.00,14775.95801,1686.61426,0.00107595,0.00537973,1.10403031,
67,1747869208,330.00,13902.17871,1678.34180,0.00101232,0.00506160,1.10909191,
68,1747869532,335.00,14126.54004,1646.89807,0.00102866,0.00514329,1.11423519,
69,1747869854,340.00,13160.88477,1622.60461,0.00095834,0.00479170,1.11902690,
70,1747870179,345.00,14716.96777,1713.30481,0.00107165,0.00535825,1.12438515,
71,1747870501,350.00,14766.54785,1693.37122,0.00107526,0.00537630,1.12976145,
72,1747870826,355.00,13836.79492,1687.14575,0.00100756,0.00503779,1.13479925,
73,1747871151,360.00,14930.56348,1762.80664,0.00108720,0.00543602,1.14023527,
74,1747871476,365.00,13348.37793,1580.60205,0.00097199,0.00485997,1.14509523,
75,1747871798,370.00,13180.22070,1542.16797,0.00095975,0.00479874,1.14989398,
76,1747872120,375.00,13443.76172,1632.66187,0.00097894,0.00489470,1.15478867,
77,1747872445,380.00,13186.50098,1492.92480,0.00096021,0.00480103,1.15958970,
78,1747872770,385.00,12740.33008,1535.18359,0.00092772,0.00463859,1.16422829,
79,1747873095,390.00,13274.67090,1600.52112,0.00096663,0.00483313,1.16906142,
80,1747873420,395.00,12187.27148,1473.36768,0.00088744,0.00443722,1.17349864,
81,1747873745,400.00,12200.29590,1478.52087,0.00088839,0.00444197,1.17794061,
82,1747874070,405.00,13140.80371,1494.99133,0.00095688,0.00478439,1.18272500,
83,1747874395,410.00,12849.25293,1511.39746,0.00093565,0.00467824,1.18740325,
84,1747874720,415.00,13602.73633,1580.53284,0.00099052,0.00495258,1.19235582,
85,1747875045,420.00,12316.64258,1439.39246,0.00089687,0.00448433,1.19684015,
86,1747875368,425.00,12632.51367,1486.19263,0.00091987,0.00459933,1.20143948,
87,1747875693,430.00,11795.64551,1385.61523,0.00085893,0.00429464,1.20573412,
88,1747876020,435.00,11660.06152,1383.56604,0.00084905,0.00424527,1.20997939,
89,1747876345,440.00,11300.26367,1430.56030,0.00082286,0.00411428,1.21409367,
90,1747876670,445.00,11317.84277,1339.65674,0.00082414,0.00412068,1.21821434,
91,1747876992,450.00,11805.41895,1453.28674,0.00085964,0.00429820,1.22251254,
92,1747877317,455.00,12190.22266,1430.45056,0.00088766,0.00443830,1.22695084,
93,1747877642,460.00,11597.35742,1361.91101,0.00084449,0.00422244,1.23117328,
94,1747877966,465.00,11094.83203,1350.42004,0.00080790,0.00403948,1.23521276,
95,1747878291,470.00,10483.89258,1342.96899,0.00076341,0.00381705,1.23902981,
96,1747878616,475.00,10485.86133,1266.93005,0.00076355,0.00381776,1.24284757,
97,1747878941,480.00,11313.95117,1300.15039,0.00082385,0.00411926,1.24696683,
98,1747879266,485.00,10646.12012,1229.54016,0.00077522,0.00387611,1.25084294,
99,1747879591,490.00,11230.20996,1349.04724,0.00081775,0.00408877,1.25493171,
100,1747879917,495.00,10736.19141,1240.06079,0.00078178,0.00390890,1.25884062,
101,1747880241,500.00,10840.57812,1248.53674,0.00078938,0.00394691,1.26278753,
102,1747880566,505.00,11357.21680,1350.57104,0.00082700,0.00413501,1.26692254,
103,1747880891,510.00,11162.96289,1306.00610,0.00081286,0.00406429,1.27098683,
104,1747881216,515.00,10195.95508,1201.04675,0.00074244,0.00371221,1.27469904,
105,1747881539,520.00,10341.17090,1207.43384,0.00075302,0.00376508,1.27846412,
106,1747881864,525.00,11025.14551,1266.10132,0.00080282,0.00401411,1.28247823,
107,1747882189,530.00,10791.16797,1230.66516,0.00078578,0.00392892,1.28640716,
108,1747882514,535.00,10453.40625,1257.74109,0.00076119,0.00380595,1.29021310,
109,1747882839,540.00,11020.43164,1355.51477,0.00080248,0.00401239,1.29422549,
110,1747883160,545.00,11011.54199,1406.29932,0.00080183,0.00400916,1.29823465,
111,1747883485,550.00,10227.04980,1196.22632,0.00074471,0.00372353,1.30195818,
112,1747883809,555.00,9863.42383,1120.03369,0.00071823,0.00359114,1.30554933,
113,1747884134,560.00,10418.24805,1226.93762,0.00075863,0.00379315,1.30934247,
114,1747884459,565.00,10674.69922,1314.06775,0.00077730,0.00388652,1.31322899,
115,1747884784,570.00,10918.86328,1274.53735,0.00079508,0.00397541,1.31720440,
116,1747885109,575.00,11433.48926,1373.78674,0.00083256,0.00416278,1.32136718,
117,1747885434,580.00,11045.87207,1268.91504,0.00080433,0.00402166,1.32538884,
118,1747885759,585.00,11071.65332,1307.04297,0.00080621,0.00403104,1.32941988,
119,1747886082,590.00,9933.04297,1274.24011,0.00072330,0.00361649,1.33303637,
120,1747886405,595.00,11187.03516,1258.92944,0.00081461,0.00407305,1.33710942,
121,1747886729,600.00,12068.47070,1317.48779,0.00087879,0.00439397,1.34150339,
122,1747887050,605.00,10795.09961,1267.34937,0.00078607,0.00393035,1.34543375,
123,1747887375,610.00,9186.70020,1113.87097,0.00066895,0.00334476,1.34877850,
124,1747887698,615.00,10500.11230,1235.84863,0.00076459,0.00382295,1.35260145,
125,1747888022,620.00,11217.90137,1365.00098,0.00081686,0.00408429,1.35668574,
126,1747888346,625.00,11200.95020,1217.35693,0.00081562,0.00407812,1.36076386,
127,1747888672,630.00,9993.37598,1130.80249,0.00072769,0.00363846,1.36440232,
128,1747888997,635.00,11023.67871,1249.68323,0.00080272,0.00401358,1.36841589,
129,1747889321,640.00,11270.73633,1294.61377,0.00082071,0.00410353,1.37251942,
130,1747889642,645.00,8788.32422,1059.25195,0.00063994,0.00319971,1.37571913,
131,1747889967,650.00,10790.88086,1246.13306,0.00078576,0.00392882,1.37964795,
132,1747890292,655.00,10426.24512,1244.21899,0.00075921,0.00379606,1.38344400,
133,1747890613,660.00,10389.46680,1205.03979,0.00075653,0.00378267,1.38722667,
134,1747890935,665.00,9694.51172,1280.50415,0.00070593,0.00352964,1.39075631,
135,1747891260,670.00,10288.73438,1208.31958,0.00074920,0.00374599,1.39450230,
136,1747891583,675.00,10423.14844,1270.69263,0.00075899,0.00379493,1.39829724,
137,1747891905,680.00,11282.91113,1310.61987,0.00082159,0.00410796,1.40240519,
138,1747892231,685.00,10212.84375,1224.22668,0.00074367,0.00371836,1.40612355,
139,1747892556,690.00,10248.76562,1258.38000,0.00074629,0.00373144,1.40985499,
140,1747892880,695.00,10133.05371,1188.07019,0.00073786,0.00368931,1.41354430,
141,1747893201,700.00,9327.76270,1124.87036,0.00067922,0.00339611,1.41694042,
142,1747893525,705.00,10466.63184,1286.33569,0.00076215,0.00381076,1.42075118,
143,1747893850,710.00,9990.01562,1223.55103,0.00072745,0.00363723,1.42438841,
144,1747894171,715.00,9918.52148,1136.59229,0.00072224,0.00361120,1.42799962,
145,1747894495,720.00,10073.83789,1207.00806,0.00073355,0.00366775,1.43166737,
146,1747894820,725.00,9617.91309,1145.11243,0.00070035,0.00350175,1.43516912,
147,1747895144,730.00,9013.64355,1127.74939,0.00065635,0.00328175,1.43845087,
148,1747895468,735.00,9677.64648,1120.89868,0.00070470,0.00352350,1.44197437,
149,1747895791,740.00,8621.41895,1064.71436,0.00062779,0.00313894,1.44511332,
150,1747896116,745.00,9645.77246,1193.38013,0.00070238,0.00351190,1.44862521,
151,1747896441,750.00,10404.51074,1215.74292,0.00075763,0.00378814,1.45241336,
152,1747896765,755.00,8755.64453,1019.31018,0.00063756,0.00318781,1.45560117,
153,1747897090,760.00,9814.21484,1129.92651,0.00071465,0.00357323,1.45917440,
154,1747897412,765.00,7109.45898,1106.83167,0.00051769,0.00258846,1.46176286,
155,1747897735,770.00,9267.89258,1056.02161,0.00067486,0.00337432,1.46513718,
156,1747898060,775.00,9980.35742,1251.98291,0.00072674,0.00363372,1.46877089,
157,1747898384,780.00,10498.18555,1179.66492,0.00076445,0.00382225,1.47259314,
158,1747898709,785.00,9386.74512,1129.00281,0.00068352,0.00341759,1.47601073,
159,1747899033,790.00,9619.26270,1132.01917,0.00070045,0.00350225,1.47951298,
160,1747899358,795.00,8858.82129,1050.35583,0.00064508,0.00322538,1.48273836,
161,1747899682,800.00,8967.28516,1117.05896,0.00065297,0.00326487,1.48600323,
162,1747900007,805.00,9762.68555,1131.09033,0.00071089,0.00355446,1.48955769,
163,1747900328,810.00,8441.70117,1050.58411,0.00061470,0.00307351,1.49263120,
164,,815.00,2.00000,0.00000,0.00000015,0.00000073,1.49263193,low_signal
165,1747900978,820.00,9269.54395,1084.58325,0.00067498,0.00337492,1.49600685,
166,1747901303,825.00,8691.46289,1082.92517,0.00063289,0.00316445,1.49917129,
167,1747901625,830.00,9959.08398,1180.66602,0.00072519,0.00362597,1.50279726,
168,1747901946,835.00,9236.69434,1120.67664,0.00067259,0.00336296,1.50616022,
169,1747902267,840.00,11808.70996,1366.05652,0.00085988,0.00429939,1.51045962,
170,1747902592,845.00,9844.80078,1156.46204,0.00071687,0.00358436,1.51404398,
171,1747902917,850.00,9666.48340,1145.62024,0.00070389,0.00351944,1.51756342,
172,1747903240,855.00,9978.05762,1209.33887,0.00072658,0.00363288,1.52119630,
173,1747903564,860.00,9606.96777,1175.81628,0.00069955,0.00349777,1.52469407,
174,1747903886,865.00,8804.95312,1084.18018,0.00064115,0.00320577,1.52789983,
175,1747904207,870.00,9223.79199,1078.85681,0.00067165,0.00335826,1.53125809,
176,1747904532,875.00,9620.09375,1131.44177,0.00070051,0.00350255,1.53476064,
177,1747904854,880.00,8747.30176,987.30969,0.00063696,0.00318478,1.53794542,
178,1747905179,885.00,8641.03711,1018.87732,0.00062922,0.00314609,1.54109150,
179,1747905503,890.00,9564.58984,1146.61353,0.00069647,0.00348234,1.54457385,
180,1747905824,895.00,9172.84961,1068.50867,0.00066794,0.00333971,1.54791356,
181,1747906145,900.00,10135.77051,1119.03455,0.00073806,0.00369030,1.55160386,
182,1747906470,905.00,10488.78613,1226.66858,0.00076377,0.00381883,1.55542269,
183,1747906794,910.00,8368.59570,1028.08154,0.00060938,0.00304689,1.55846958,
184,1747907115,915.00,8770.32227,1034.04504,0.00063863,0.00319316,1.56166274,
185,1747907440,920.00,5441.96338,1151.90186,0.00039627,0.00198135,1.56364409,
186,1747907765,925.00,8498.77637,1048.92078,0.00061886,0.00309429,1.56673838,
187,1747908086,930.00,9412.09277,1125.52319,0.00068536,0.00342682,1.57016520,
188,1747908408,935.00,8853.16602,1093.59875,0.00064466,0.00322332,1.57338852,
189,1747908729,940.00,8971.21680,1093.79541,0.00065326,0.00326630,1.57665482,
190,1747909050,945.00,9832.85156,1144.42261,0.00071600,0.00358001,1.58023483,
191,1747909373,950.00,8379.52051,970.08337,0.00061017,0.00305087,1.58328570,
192,1747909700,955.00,8514.07324,1016.45880,0.00061997,0.00309986,1.58638556,
193,1747910025,960.00,9041.43750,1075.87573,0.00065837,0.00329187,1.58967743,
194,1747910346,965.00,9293.30273,1066.55469,0.00067671,0.00338357,1.59306100,
195,1747910671,970.00,4633.09668,1098.23633,0.00033737,0.00168685,1.59474785,
196,1747910993,975.00,9155.33301,1092.82043,0.00066667,0.00333334,1.59808118,
197,1747911318,980.00,8848.33105,1051.91187,0.00064431,0.00322156,1.60130274,
198,1747911643,985.00,8756.34863,1082.01453,0.00063761,0.00318807,1.60449081,
199,1747911965,990.00,8442.07910,1083.64771,0.00061473,0.00307365,1.60756446,
200,1747912286,995.00,9793.23633,1131.32373,0.00071312,0.00356559,1.61113005,
201,1747912607,1000.00,8494.67578,1049.75305,0.00061856,0.00309280,1.61422285,
202,1747912932,1005.00,9947.14355,1137.26172,0.00072432,0.00362162,1.61784447,
203,1747913258,1010.00,8715.78320,996.70697,0.00063466,0.00317330,1.62101777,
204,1747913582,1015.00,7968.08398,964.28320,0.00058021,0.00290107,1.62391885,
205,1747913907,1020.00,8804.19141,1068.65271,0.00064110,0.00320549,1.62712433,
206,1747914232,1025.00,7697.58643,851.59857,0.00056052,0.00280259,1.62992692,
207,1747914556,1030.00,8114.14551,934.20404,0.00059085,0.00295425,1.63288118,
208,1747914879,1035.00,9032.92773,980.00635,0.00065775,0.00328877,1.63616995,
209,1747915201,1040.00,7767.79053,890.23993,0.00056563,0.00282815,1.63899810,
210,1747915524,1045.00,8192.17090,1018.32446,0.00059653,0.00298266,1.64198076,
211,1747915846,1050.00,8146.87744,966.14014,0.00059323,0.00296617,1.64494693,
212,1747916167,1055.00,8443.94824,1036.96265,0.00061487,0.00307433,1.64802126,
213,1747916491,1060.00,7453.65137,1002.79730,0.00054276,0.00271378,1.65073503,
214,1747916817,1065.00,8983.42578,1017.57379,0.00065415,0.00327075,1.65400578,
215,1747917142,1070.00,9146.28223,1066.03967,0.00066601,0.00333004,1.65733582,
216,1747917467,1075.00,8029.22461,916.46686,0.00058467,0.00292333,1.66025915,
217,1747917791,1080.00,8576.34570,1002.08478,0.00062451,0.00312253,1.66338169,
218,1747918116,1085.00,6796.84229,876.28107,0.00049493,0.00247464,1.66585633,
219,,1090.00,2.00000,0.00000,0.00000015,0.00000073,1.66585705,low_signal
220,1747918767,1095.00,9746.59473,1025.32043,0.00070972,0.00354861,1.66940566,
221,1747919091,1100.00,7481.66992,873.39313,0.00054480,0.00272398,1.67212964,
222,1747919415,1105.00,8360.51562,998.72021,0.00060879,0.00304395,1.67517359,
223,1747919739,1110.00,8420.63184,1052.23169,0.00061317,0.00306584,1.67823943,
224,1747920061,1115.00,8377.13574,957.13446,0.00061000,0.00305000,1.68128943,
225,1747920386,1120.00,7441.59277,909.67999,0.00054188,0.00270939,1.68399882,
226,1747920711,1125.00,8239.90918,1015.35114,0.00060001,0.00300004,1.68699886,
227,1747921034,1130.00,8313.13086,1002.73383,0.00060534,0.00302670,1.69002556,
228,1747921359,1135.00,7929.60303,915.15265,0.00057741,0.00288706,1.69291263,
229,1747921681,1140.00,7890.50391,994.94922,0.00057457,0.00287283,1.69578545,
230,1747922006,1145.00,7776.44482,987.82520,0.00056626,0.00283130,1.69861675,
231,1747922331,1150.00,7205.95508,861.55798,0.00052472,0.00262359,1.70124035,
232,1747922657,1155.00,7938.77344,1033.12427,0.00057808,0.00289040,1.70413075,
233,1747922978,1160.00,2095.21216,457.05179,0.00015257,0.00076284,1.70489359,
234,1747923299,1165.00,8516.70801,1050.21204,0.00062016,0.00310082,1.70799441,
235,1747923621,1170.00,7915.07617,945.31262,0.00057635,0.00288177,1.71087618,
236,1747923943,1175.00,8249.72168,1032.12585,0.00060072,0.00300361,1.71387980,
237,1747924267,1180.00,8300.73047,970.32874,0.00060444,0.00302219,1.71690198,
238,1747924591,1185.00,8861.01660,983.46796,0.00064524,0.00322618,1.72012816,
239,1747924914,1190.00,7076.45361,909.06207,0.00051529,0.00257644,1.72270460,
240,1747925238,1195.00,7366.97021,853.09674,0.00053644,0.00268222,1.72538682,
241,1747925563,1200.00,7724.51416,890.10236,0.00056248,0.00281239,1.72819921,
242,1747925888,1205.00,7686.74121,899.41797,0.00055973,0.00279864,1.73099785,
243,1747926213,1210.00,8646.15820,996.23169,0.00062959,0.00314795,1.73414581,
244,1747926536,1215.00,6633.02148,799.62866,0.00048300,0.00241500,1.73656080,
245,1747926861,1220.00,6698.43018,803.22919,0.00048776,0.00243881,1.73899961,
246,1747927182,1225.00,8056.51660,962.82849,0.00058665,0.00293327,1.74193288,
247,1747927506,1230.00,7381.15234,804.35144,0.00053748,0.00268738,1.74462026,
248,1747927829,1235.00,3730.59595,704.86029,0.00027165,0.00135826,1.74597852,
249,1747928150,1240.00,7159.21143,870.95276,0.00052131,0.00260657,1.74858510,
250,1747928474,1245.00,6946.97949,822.68921,0.00050586,0.00252930,1.75111440,
251,1747928798,1250.00,8595.40137,958.92511,0.00062589,0.00312947,1.75424387,
252,1747929122,1255.00,6628.36133,796.42542,0.00048266,0.00241330,1.75665717,
253,1747929445,1260.00,7415.59717,897.78949,0.00053998,0.00269992,1.75935709,
254,1747929770,1265.00,6309.36035,768.28906,0.00045943,0.00229715,1.76165424,
255,1747930094,1270.00,6409.10889,777.48810,0.00046669,0.00233347,1.76398772,
256,1747930415,1275.00,6475.46729,806.21301,0.00047153,0.00235763,1.76634535,
257,1747930736,1280.00,5226.84766,845.01166,0.00038061,0.00190303,1.76824837,
258,1747931058,1285.00,7648.96143,849.85455,0.00055698,0.00278489,1.77103326,
259,1747931381,1290.00,7826.36572,912.83667,0.00056990,0.00284948,1.77388274,
260,1747931705,1295.00,8122.94824,1007.12646,0.00059149,0.00295746,1.77684019,
261,1747932027,1300.00,7032.10596,891.20135,0.00051206,0.00256030,1.77940049,
262,1747932348,1305.00,6441.59766,809.30182,0.00046906,0.00234530,1.78174579,
263,1747932669,1310.00,6681.33936,768.40759,0.00048652,0.00243259,1.78417838,
264,1747932991,1315.00,4474.94482,542.37128,0.00032585,0.00162927,1.78580765,
265,,1320.00,2.00000,0.00000,0.00000015,0.00000073,1.78580837,low_signal
266,1747933640,1325.00,1351.69983,209.72452,0.00009843,0.00049214,1.78630051,
267,1747933963,1330.00,1509.57239,265.12695,0.00010992,0.00054962,1.78685012,
268,,1335.00,2.00000,0.00000,0.00000015,0.00000073,1.78685085,low_signal
269,,1340.00,2.00000,0.00000,0.00000015,0.00000073,1.78685158,low_signal
270,,1345.00,2.00000,0.00000,0.00000015,0.00000073,1.78685231,low_signal
271,,1350.00,2.00000,0.00000,0.00000015,0.00000073,1.78685304,low_signal
272,,1355.00,2.00000,0.00000,0.00000015,0.00000073,1.78685377,low_signal
273,,1360.00,2.00000,0.00000,0.00000015,0.00000073,1.78685449,low_signal
274,,1365.00,2.00000,0.00000,0.00000015,0.00000073,1.78685522,low_signal
275,,1370.00,2.00000,0.00000,0.00000015,0.00000073,1.78685595,low_signal
276,1747936883,1375.00,905.49493,202.98927,0.00006594,0.00032968,1.78718563,
277,,1380.00,2.00000,0.00000,0.00000015,0.00000073,1.78718636,low_signal
278,,1385.00,2.00000,0.00000,0.00000015,0.00000073,1.78718709,low_signal
279,1747937851,1390.00,1271.40259,202.15584,0.00009258,0.00046290,1.78764999,
280,,1395.00,2.00000,0.00000,0.00000015,0.00000073,1.78765071,low_signal
281,,1400.00,2.00000,0.00000,0.00000015,0.00000073,1.78765144,low_signal
282,1747938821,1405.00,1009.34540,214.86292,0.00007350,0.00036749,1.78801893,
283,,1410.00,2.00000,0.00000,0.00000015,0.00000073,1.78801966,low_signal
284,,1415.00,2.00000,0.00000,0.00000015,0.00000073,1.78802039,low_signal
285,,1420.00,2.00000,0.00000,0.00000015,0.00000073,1.78802112,low_signal
286,,1425.00,2.00000,0.00000,0.00000015,0.00000073,1.78802184,low_signal
287,,1430.00,2.00000,0.00000,0.00000015,0.00000073,1.78802257,low_signal
288,,1435.00,2.00000,0.00000,0.00000015,0.00000073,1.78802330,low_signal
