# TDA Hydrogen Analysis Results - Generated by TDA Analysis System
# Generated: 2025-07-08T02:36:20.353569
#
# === EXPERIMENT INFORMATION ===
# Experiment Name: 08-06-25 SS316L_sample(30)_300C_18hours 2025-06-08 13-37-43
# Source Folder: C:/Users/matth/OneDrive - The University of Manchester/PhD/Second year progress report/My data/TDA/08-06-25 SS316L_sample(30)_300C_18hours 2025-06-08 13-37-43
# Extraction Date: 2025-07-08T02:36:20.352569
# Operator: SYSTEM
#
# === SAMPLE PARAMETERS ===
# Sample Weight: 5.0 g
# Flow Rate: 20.0 ml/min
# Cycle Time: 5.0 minutes
#
# === DATA QUALITY SUMMARY ===
# Total Runs Attempted: 216
# Successful Runs: 216
# Failed Runs: 0
# Data Quality Score: Excellent (100.0% success rate)
#
# === CALCULATED RESULTS SUMMARY ===
# Total Hydrogen Released: 0.671338 ppm
# Maximum Evolution Rate: 0.02682059 ppm/min
# Average Evolution Rate: 0.00062161 ppm/min
# Experiment Duration: 1075.0 minutes (17.92 hours)
#
# === COLUMN DEFINITIONS ===
# Run: Sequential run number from GC analysis
# Timestamp: Date and time of measurement (MM/DD/YYYY HH:MM:SS)
# Time_minutes: Minutes elapsed from start of experiment
# Peak_Area_µVs: Raw peak area from chromatograph (µV*s)
# Peak_Height_µV: Raw peak height from chromatograph (µV)
# H_ppm_per_min: Calculated hydrogen evolution rate (ppm/min)
# H_ppm_over_cycle: Hydrogen evolved during this cycle (ppm)
# Cumulative_H_ppm: Total cumulative hydrogen evolved (ppm)
# Quality_Flags: Data quality indicators (outlier, low_signal, etc.)
#
Run,Timestamp,Time_minutes,Peak_Area_µVs,Peak_Height_µV,H_ppm_per_min,H_ppm_over_cycle,Cumulative_H_ppm,Quality_Flags
21,1749392764,100.00,8614.62109,1016.82227,0.00062729,0.00313647,0.57659194,
22,1749393084,105.00,7858.84033,924.09747,0.00057226,0.00286130,0.57945324,
23,1749393408,110.00,8282.20996,983.61981,0.00060309,0.00301544,0.58246868,
24,1749393728,115.00,8911.40039,978.23907,0.00064890,0.00324452,0.58571320,
25,1749394052,120.00,7177.02100,828.23560,0.00052261,0.00261306,0.58832626,
26,1749394375,125.00,6696.44238,808.99323,0.00048762,0.00243809,0.59076435,
27,1749394700,130.00,6734.82617,832.99902,0.00049041,0.00245206,0.59321641,
28,1749395023,135.00,6323.98926,701.08295,0.00046050,0.00230248,0.59551889,
29,1749395343,140.00,7166.50830,832.43573,0.00052185,0.00260923,0.59812812,
30,1749395668,145.00,7604.69922,757.61267,0.00055375,0.00276877,0.60089689,
31,1749395991,150.00,5409.27051,675.60248,0.00039389,0.00196944,0.60286633,
32,1749396313,155.00,5720.74463,642.33258,0.00041657,0.00208285,0.60494918,
33,1749396636,160.00,4518.75928,515.04852,0.00032904,0.00164522,0.60659440,
34,1749396965,165.00,4898.32764,600.23669,0.00035668,0.00178342,0.60837782,
35,1749397287,170.00,4898.08203,560.25305,0.00035667,0.00178333,0.61016114,
36,1749397607,175.00,3292.87646,583.93597,0.00023978,0.00119889,0.61136004,
37,1749397927,180.00,5103.97607,587.21515,0.00037166,0.00185829,0.61321833,
38,1749398252,185.00,4504.87500,529.29364,0.00032803,0.00164017,0.61485849,
39,,190.00,2.00000,0.00000,0.00000015,0.00000073,0.61485922,low_signal
40,1749398894,195.00,664.40106,225.66893,0.00004838,0.00024190,0.61510112,
41,1749399217,200.00,3277.68311,455.04697,0.00023867,0.00119336,0.61629448,
42,1749399540,205.00,1834.08643,460.89145,0.00013355,0.00066777,0.61696225,
43,1749399863,210.00,3484.12036,486.14346,0.00025370,0.00126852,0.61823077,
44,1749400188,215.00,4159.75732,573.25482,0.00030290,0.00151451,0.61974528,
45,1749400513,220.00,4132.13672,441.56650,0.00030089,0.00150446,0.62124974,
46,1749400839,225.00,3194.84204,417.99207,0.00023264,0.00116320,0.62241294,
47,1749401158,230.00,2552.88086,338.93243,0.00018589,0.00092947,0.62334241,
48,1749401481,235.00,3925.85498,499.21149,0.00028587,0.00142935,0.62477176,
49,1749401801,240.00,1937.60217,360.06396,0.00014109,0.00070546,0.62547721,
50,1749402125,245.00,2168.15991,314.17157,0.00015788,0.00078940,0.62626661,
51,1749402450,250.00,2914.08398,342.82840,0.00021220,0.00106098,0.62732759,
52,,255.00,2.00000,0.00000,0.00000015,0.00000073,0.62732832,low_signal
53,,260.00,2.00000,0.00000,0.00000015,0.00000073,0.62732905,low_signal
54,1749403422,265.00,2929.63843,367.90076,0.00021333,0.00106664,0.62839569,
55,1749403745,270.00,3482.12451,417.44675,0.00025356,0.00126780,0.62966349,
56,1749404070,275.00,3220.77222,401.44296,0.00023453,0.00117264,0.63083613,
57,1749404393,280.00,2274.16577,248.54306,0.00016560,0.00082799,0.63166412,
58,1749404716,285.00,2036.97266,333.21030,0.00014833,0.00074163,0.63240575,
59,1749405039,290.00,2230.45679,299.91928,0.00016242,0.00081208,0.63321783,
60,1749405361,295.00,1577.41736,243.06886,0.00011486,0.00057432,0.63379215,
61,1749405681,300.00,1337.38269,359.60318,0.00009738,0.00048692,0.63427907,
62,1749406006,305.00,1750.21924,283.54150,0.00012745,0.00063723,0.63491631,
63,,310.00,2.00000,0.00000,0.00000015,0.00000073,0.63491703,low_signal
64,1749406649,315.00,2109.32031,318.73550,0.00015360,0.00076798,0.63568501,
65,1749406972,320.00,2855.22559,345.56387,0.00020791,0.00103955,0.63672456,
66,1749407292,325.00,2075.98926,298.34076,0.00015117,0.00075584,0.63748040,
67,,330.00,2.00000,0.00000,0.00000015,0.00000073,0.63748113,low_signal
68,,335.00,2.00000,0.00000,0.00000015,0.00000073,0.63748186,low_signal
69,1749408252,340.00,2047.24353,289.64163,0.00014907,0.00074537,0.63822723,
70,,345.00,2.00000,0.00000,0.00000015,0.00000073,0.63822796,low_signal
71,1749408894,350.00,2556.82471,285.46744,0.00018618,0.00093091,0.63915886,
72,,355.00,2.00000,0.00000,0.00000015,0.00000073,0.63915959,low_signal
73,,360.00,2.00000,0.00000,0.00000015,0.00000073,0.63916032,low_signal
74,1749409856,365.00,1035.75635,335.86057,0.00007542,0.00037711,0.63953743,
75,,370.00,2.00000,0.00000,0.00000015,0.00000073,0.63953815,low_signal
76,1749410498,375.00,2457.90918,319.86917,0.00017898,0.00089489,0.64043305,
77,1749410818,380.00,1782.38538,229.56044,0.00012979,0.00064894,0.64108199,
78,1749411140,385.00,2085.74463,301.12320,0.00015188,0.00075939,0.64184138,
79,1749411465,390.00,1933.09167,235.87325,0.00014076,0.00070381,0.64254519,
80,1749411791,395.00,1666.28357,264.67862,0.00012133,0.00060667,0.64315187,
81,1749412114,400.00,1647.33179,227.25468,0.00011995,0.00059977,0.64375164,
82,1749412437,405.00,3104.02295,384.00027,0.00022603,0.00113013,0.64488177,
83,,410.00,2.00000,0.00000,0.00000015,0.00000073,0.64488250,low_signal
84,,415.00,2.00000,0.00000,0.00000015,0.00000073,0.64488323,low_signal
85,1749413407,420.00,1750.87524,277.77325,0.00012749,0.00063747,0.64552070,
86,1749413729,425.00,1880.68091,320.87991,0.00013695,0.00068473,0.64620543,
87,1749414052,430.00,1836.08264,278.19110,0.00013370,0.00066849,0.64687392,
88,1749414378,435.00,2156.98657,360.36737,0.00015707,0.00078533,0.64765925,
89,,440.00,2.00000,0.00000,0.00000015,0.00000073,0.64765998,low_signal
90,1749415024,445.00,2093.47461,289.86142,0.00015244,0.00076221,0.64842219,
91,1749415346,450.00,2229.55640,368.99240,0.00016235,0.00081175,0.64923394,
92,1749415666,455.00,1641.45850,231.85013,0.00011953,0.00059763,0.64983157,
93,1749415986,460.00,2321.51440,287.87683,0.00016905,0.00084523,0.65067681,
94,,465.00,2.00000,0.00000,0.00000015,0.00000073,0.65067753,low_signal
95,,470.00,2.00000,0.00000,0.00000015,0.00000073,0.65067826,low_signal
96,1749416956,475.00,1996.98901,292.60065,0.00014542,0.00072708,0.65140534,
97,,480.00,2.00000,0.00000,0.00000015,0.00000073,0.65140607,low_signal
98,1749417602,485.00,2942.05713,342.60355,0.00021423,0.00107116,0.65247723,
99,,490.00,2.00000,0.00000,0.00000015,0.00000073,0.65247796,low_signal
100,1749418247,495.00,827.23688,218.39821,0.00006024,0.00030119,0.65277915,
101,1749418570,500.00,2108.10815,232.17087,0.00015351,0.00076753,0.65354668,
102,,505.00,2.00000,0.00000,0.00000015,0.00000073,0.65354741,low_signal
103,,510.00,2.00000,0.00000,0.00000015,0.00000073,0.65354814,low_signal
104,1749419532,515.00,3664.33228,364.46075,0.00026683,0.00133413,0.65488227,
105,,520.00,2.00000,0.00000,0.00000015,0.00000073,0.65488300,low_signal
106,1749420180,525.00,945.47919,220.83371,0.00006885,0.00034424,0.65522724,
107,,530.00,2.00000,0.00000,0.00000015,0.00000073,0.65522796,low_signal
108,,535.00,2.00000,0.00000,0.00000015,0.00000073,0.65522869,low_signal
109,,540.00,2.00000,0.00000,0.00000015,0.00000073,0.65522942,low_signal
110,,545.00,2.00000,0.00000,0.00000015,0.00000073,0.65523015,low_signal
111,,550.00,2.00000,0.00000,0.00000015,0.00000073,0.65523088,low_signal
112,,555.00,2.00000,0.00000,0.00000015,0.00000073,0.65523160,low_signal
113,1749422438,560.00,1727.57422,263.38693,0.00012580,0.00062899,0.65586059,
114,,565.00,2.00000,0.00000,0.00000015,0.00000073,0.65586132,low_signal
115,,570.00,2.00000,0.00000,0.00000015,0.00000073,0.65586205,low_signal
116,,575.00,2.00000,0.00000,0.00000015,0.00000073,0.65586278,low_signal
117,,580.00,2.00000,0.00000,0.00000015,0.00000073,0.65586350,low_signal
118,,585.00,2.00000,0.00000,0.00000015,0.00000073,0.65586423,low_signal
119,,590.00,2.00000,0.00000,0.00000015,0.00000073,0.65586496,low_signal
120,1749424694,595.00,1149.94092,243.49541,0.00008374,0.00041868,0.65628364,
121,,600.00,2.00000,0.00000,0.00000015,0.00000073,0.65628437,low_signal
122,,605.00,2.00000,0.00000,0.00000015,0.00000073,0.65628509,low_signal
123,,610.00,2.00000,0.00000,0.00000015,0.00000073,0.65628582,low_signal
124,,615.00,2.00000,0.00000,0.00000015,0.00000073,0.65628655,low_signal
125,,620.00,2.00000,0.00000,0.00000015,0.00000073,0.65628728,low_signal
126,,625.00,2.00000,0.00000,0.00000015,0.00000073,0.65628801,low_signal
127,,630.00,2.00000,0.00000,0.00000015,0.00000073,0.65628874,low_signal
128,1749427276,635.00,1217.54895,223.83359,0.00008866,0.00044329,0.65673203,
129,1749427599,640.00,1319.20532,216.91199,0.00009606,0.00048031,0.65721233,
130,,645.00,2.00000,0.00000,0.00000015,0.00000073,0.65721306,low_signal
131,1749428248,650.00,1846.37329,258.63440,0.00013445,0.00067224,0.65788530,
132,,655.00,2.00000,0.00000,0.00000015,0.00000073,0.65788603,low_signal
133,1749428888,660.00,1457.19653,204.23926,0.00010611,0.00053055,0.65841658,
134,1749429208,665.00,2104.69360,299.63931,0.00015326,0.00076629,0.65918287,
135,,670.00,2.00000,0.00000,0.00000015,0.00000073,0.65918360,low_signal
136,1749429857,675.00,2575.71729,303.44391,0.00018756,0.00093778,0.66012138,
137,,680.00,2.00000,0.00000,0.00000015,0.00000073,0.66012211,low_signal
138,1749430507,685.00,1708.05249,275.76569,0.00012438,0.00062188,0.66074399,
139,,690.00,2.00000,0.00000,0.00000015,0.00000073,0.66074472,low_signal
140,1749431153,695.00,2035.47729,276.57242,0.00014822,0.00074109,0.66148581,
141,1749431479,700.00,1502.03381,333.17593,0.00010937,0.00054687,0.66203268,
142,,705.00,2.00000,0.00000,0.00000015,0.00000073,0.66203340,low_signal
143,,710.00,2.00000,0.00000,0.00000015,0.00000073,0.66203413,low_signal
144,,715.00,2.00000,0.00000,0.00000015,0.00000073,0.66203486,low_signal
145,,720.00,2.00000,0.00000,0.00000015,0.00000073,0.66203559,low_signal
146,,725.00,2.00000,0.00000,0.00000015,0.00000073,0.66203632,low_signal
147,,730.00,2.00000,0.00000,0.00000015,0.00000073,0.66203705,low_signal
148,,735.00,2.00000,0.00000,0.00000015,0.00000073,0.66203777,low_signal
149,,740.00,2.00000,0.00000,0.00000015,0.00000073,0.66203850,low_signal
150,,745.00,2.00000,0.00000,0.00000015,0.00000073,0.66203923,low_signal
151,,750.00,2.00000,0.00000,0.00000015,0.00000073,0.66203996,low_signal
152,,755.00,2.00000,0.00000,0.00000015,0.00000073,0.66204069,low_signal
153,,760.00,2.00000,0.00000,0.00000015,0.00000073,0.66204141,low_signal
154,1749435681,765.00,1868.02808,227.68867,0.00013602,0.00068012,0.66272154,
155,,770.00,2.00000,0.00000,0.00000015,0.00000073,0.66272227,low_signal
156,,775.00,2.00000,0.00000,0.00000015,0.00000073,0.66272300,low_signal
157,,780.00,2.00000,0.00000,0.00000015,0.00000073,0.66272372,low_signal
158,,785.00,2.00000,0.00000,0.00000015,0.00000073,0.66272445,low_signal
159,,790.00,2.00000,0.00000,0.00000015,0.00000073,0.66272518,low_signal
160,1749437619,795.00,1004.50946,217.44759,0.00007315,0.00036573,0.66309091,
161,1749437943,800.00,1207.40894,248.54967,0.00008792,0.00043960,0.66353051,
162,1749438266,805.00,1466.42700,206.73552,0.00010678,0.00053391,0.66406442,
163,,810.00,2.00000,0.00000,0.00000015,0.00000073,0.66406514,low_signal
164,,815.00,2.00000,0.00000,0.00000015,0.00000073,0.66406587,low_signal
165,1749439232,820.00,941.82739,244.65820,0.00006858,0.00034291,0.66440878,
166,,825.00,2.00000,0.00000,0.00000015,0.00000073,0.66440951,low_signal
167,,830.00,2.00000,0.00000,0.00000015,0.00000073,0.66441024,low_signal
168,1749440201,835.00,1123.83167,246.53365,0.00008183,0.00040917,0.66481941,
169,,840.00,2.00000,0.00000,0.00000015,0.00000073,0.66482014,low_signal
170,1749440849,845.00,2215.91528,248.14116,0.00016136,0.00080679,0.66562692,
171,,850.00,2.00000,0.00000,0.00000015,0.00000073,0.66562765,low_signal
172,,855.00,2.00000,0.00000,0.00000015,0.00000073,0.66562838,low_signal
173,,860.00,2.00000,0.00000,0.00000015,0.00000073,0.66562911,low_signal
174,,865.00,2.00000,0.00000,0.00000015,0.00000073,0.66562983,low_signal
175,,870.00,2.00000,0.00000,0.00000015,0.00000073,0.66563056,low_signal
176,,875.00,2.00000,0.00000,0.00000015,0.00000073,0.66563129,low_signal
177,,880.00,2.00000,0.00000,0.00000015,0.00000073,0.66563202,low_signal
178,,885.00,2.00000,0.00000,0.00000015,0.00000073,0.66563275,low_signal
179,1749443768,890.00,1444.05249,246.39099,0.00010515,0.00052576,0.66615851,
180,1749444088,895.00,2648.74170,283.59201,0.00019287,0.00096437,0.66712288,
181,,900.00,2.00000,0.00000,0.00000015,0.00000073,0.66712361,low_signal
182,,905.00,2.00000,0.00000,0.00000015,0.00000073,0.66712434,low_signal
183,,910.00,2.00000,0.00000,0.00000015,0.00000073,0.66712506,low_signal
184,,915.00,2.00000,0.00000,0.00000015,0.00000073,0.66712579,low_signal
185,,920.00,2.00000,0.00000,0.00000015,0.00000073,0.66712652,low_signal
186,,925.00,2.00000,0.00000,0.00000015,0.00000073,0.66712725,low_signal
187,,930.00,2.00000,0.00000,0.00000015,0.00000073,0.66712798,low_signal
188,,935.00,2.00000,0.00000,0.00000015,0.00000073,0.66712871,low_signal
189,,940.00,2.00000,0.00000,0.00000015,0.00000073,0.66712943,low_signal
190,,945.00,2.00000,0.00000,0.00000015,0.00000073,0.66713016,low_signal
191,1749447648,950.00,1721.11145,301.51120,0.00012533,0.00062663,0.66775680,
192,,955.00,2.00000,0.00000,0.00000015,0.00000073,0.66775752,low_signal
193,1749448291,960.00,1176.13147,253.81911,0.00008564,0.00042821,0.66818574,
194,,965.00,2.00000,0.00000,0.00000015,0.00000073,0.66818647,low_signal
195,,970.00,2.00000,0.00000,0.00000015,0.00000073,0.66818719,low_signal
196,,975.00,2.00000,0.00000,0.00000015,0.00000073,0.66818792,low_signal
197,1749449583,980.00,1290.98315,247.88995,0.00009401,0.00047003,0.66865795,
198,,985.00,2.00000,0.00000,0.00000015,0.00000073,0.66865868,low_signal
199,,990.00,2.00000,0.00000,0.00000015,0.00000073,0.66865941,low_signal
200,,995.00,2.00000,0.00000,0.00000015,0.00000073,0.66866014,low_signal
201,,1000.00,2.00000,0.00000,0.00000015,0.00000073,0.66866086,low_signal
202,,1005.00,2.00000,0.00000,0.00000015,0.00000073,0.66866159,low_signal
203,,1010.00,2.00000,0.00000,0.00000015,0.00000073,0.66866232,low_signal
204,1749451853,1015.00,1514.08533,205.96700,0.00011025,0.00055126,0.66921358,
205,,1020.00,2.00000,0.00000,0.00000015,0.00000073,0.66921431,low_signal
206,,1025.00,2.00000,0.00000,0.00000015,0.00000073,0.66921504,low_signal
207,,1030.00,2.00000,0.00000,0.00000015,0.00000073,0.66921576,low_signal
208,1749453150,1035.00,1352.74988,201.71274,0.00009850,0.00049252,0.66970828,
209,,1040.00,2.00000,0.00000,0.00000015,0.00000073,0.66970901,low_signal
210,1749453796,1045.00,1030.42407,261.15213,0.00007503,0.00037516,0.67008417,
211,,1050.00,2.00000,0.00000,0.00000015,0.00000073,0.67008490,low_signal
212,,1055.00,2.00000,0.00000,0.00000015,0.00000073,0.67008563,low_signal
213,,1060.00,2.00000,0.00000,0.00000015,0.00000073,0.67008636,low_signal
214,1749455093,1065.00,2245.36670,247.04204,0.00016350,0.00081751,0.67090387,
215,,1070.00,2.00000,0.00000,0.00000015,0.00000073,0.67090459,low_signal
216,1749455740,1075.00,1190.18811,216.29276,0.00008667,0.00043333,0.67133793,
