# TDA Hydrogen Analysis Results - Generated by TDA Analysis System
# Generated: 2025-07-13T12:29:39.377070
#
# === EXPERIMENT INFORMATION ===
# Experiment Name: 23_7_06_MSc2_316_50mA_12hrs_RT 2023-07-06 07-53-57
# Source Folder: C:/Users/matth/OneDrive - The University of Manchester/PhD/Second year progress report/My data/TDA/23_7_06_MSc2_316_50mA_12hrs_RT 2023-07-06 07-53-57
# Extraction Date: 2025-07-13T12:29:39.376070
# Operator: SYSTEM
#
# === SAMPLE PARAMETERS ===
# Sample Weight: 5.0 g
# Flow Rate: 20.0 ml/min
# Cycle Time: 4.0 minutes
#
# === DATA QUALITY SUMMARY ===
# Total Runs Attempted: 69
# Successful Runs: 69
# Failed Runs: 0
# Data Quality Score: Excellent (100.0% success rate)
#
# === CALCULATED RESULTS SUMMARY ===
# Total Hydrogen Released: 0.000026 ppm
# Maximum Evolution Rate: 0.00000015 ppm/min
# Average Evolution Rate: 0.00000009 ppm/min
# Experiment Duration: 272.0 minutes (4.53 hours)
#
# === COLUMN DEFINITIONS ===
# Run: Sequential run number from GC analysis
# Timestamp: Date and time of measurement (MM/DD/YYYY HH:MM:SS)
# Time_minutes: Minutes elapsed from start of experiment
# Peak_Area_µVs: Raw peak area from chromatograph (µV*s)
# Peak_Height_µV: Raw peak height from chromatograph (µV)
# H_ppm_per_min: Calculated hydrogen evolution rate (ppm/min)
# H_ppm_over_cycle: Hydrogen evolved during this cycle (ppm)
# Cumulative_H_ppm: Total cumulative hydrogen evolved (ppm)
# Quality_Flags: Data quality indicators (outlier, low_signal, etc.)
#
Run,Timestamp,Time_minutes,Peak_Area_µVs,Peak_Height_µV,H_ppm_per_min,H_ppm_over_cycle,Cumulative_H_ppm,Quality_Flags
19,19 06/07/2023,72.00,1.51018,0.00000,0.00000011,0.00000045,0.00000902,low_signal
20,20 06/07/2023,76.00,1.68104,0.00000,0.00000012,0.00000050,0.00000952,low_signal
21,21 06/07/2023,80.00,1.50478,0.00000,0.00000011,0.00000045,0.00000997,low_signal
22,22 06/07/2023,84.00,1.60891,0.00000,0.00000012,0.00000048,0.00001045,low_signal
23,23 06/07/2023,88.00,1.74527,0.00000,0.00000013,0.00000052,0.00001096,low_signal
24,24 06/07/2023,92.00,1.52673,0.00000,0.00000011,0.00000045,0.00001142,low_signal
25,25 06/07/2023,96.00,1.55291,0.00000,0.00000012,0.00000046,0.00001188,low_signal
26,26 06/07/2023,100.00,1.98217,0.00000,0.00000015,0.00000059,0.00001247,low_signal
27,27 06/07/2023,104.00,1.59734,0.00000,0.00000012,0.00000047,0.00001294,low_signal
28,28 06/07/2023,108.00,1.48940,0.00000,0.00000011,0.00000044,0.00001338,low_signal
29,29 06/07/2023,112.00,1.24715,0.00000,0.00000009,0.00000037,0.00001375,low_signal
30,30 06/07/2023,116.00,1.15970,0.00000,0.00000009,0.00000034,0.00001410,low_signal
31,31 06/07/2023,120.00,1.33680,0.00000,0.00000010,0.00000040,0.00001450,low_signal
32,32 06/07/2023,124.00,0.78387,0.00000,0.00000006,0.00000023,0.00001473,low_signal
33,33 06/07/2023,128.00,1.33047,0.00000,0.00000010,0.00000040,0.00001512,low_signal
34,34 06/07/2023,132.00,1.06870,0.00000,0.00000008,0.00000032,0.00001544,low_signal
35,35 06/07/2023,136.00,0.91806,0.00000,0.00000007,0.00000027,0.00001571,low_signal
36,36 06/07/2023,140.00,1.34713,0.00000,0.00000010,0.00000040,0.00001611,low_signal
37,37 06/07/2023,144.00,0.68381,0.00000,0.00000005,0.00000020,0.00001632,low_signal
38,38 06/07/2023,148.00,1.05311,0.00000,0.00000008,0.00000031,0.00001663,low_signal
39,39 06/07/2023,152.00,0.90636,0.00000,0.00000007,0.00000027,0.00001690,low_signal
40,40 06/07/2023,156.00,1.04363,0.00000,0.00000008,0.00000031,0.00001721,low_signal
41,41 06/07/2023,160.00,1.22444,0.00000,0.00000009,0.00000036,0.00001757,low_signal
42,42 06/07/2023,164.00,1.12109,0.00000,0.00000008,0.00000033,0.00001791,low_signal
43,43 06/07/2023,168.00,1.38988,0.00000,0.00000010,0.00000041,0.00001832,low_signal
44,44 06/07/2023,172.00,0.58829,0.00000,0.00000004,0.00000017,0.00001849,low_signal
45,45 06/07/2023,176.00,1.29419,0.00000,0.00000010,0.00000038,0.00001888,low_signal
46,46 06/07/2023,180.00,0.98765,0.00000,0.00000007,0.00000029,0.00001917,low_signal
47,47 06/07/2023,184.00,1.25740,0.00000,0.00000009,0.00000037,0.00001954,low_signal
48,48 06/07/2023,188.00,0.98498,0.00000,0.00000007,0.00000029,0.00001984,low_signal
49,49 06/07/2023,192.00,0.91006,0.00000,0.00000007,0.00000027,0.00002011,low_signal
50,50 06/07/2023,196.00,1.06591,0.00000,0.00000008,0.00000032,0.00002042,low_signal
51,51 06/07/2023,200.00,0.93213,0.00000,0.00000007,0.00000028,0.00002070,low_signal
52,52 06/07/2023,204.00,0.96199,0.00000,0.00000007,0.00000029,0.00002099,low_signal
53,53 06/07/2023,208.00,1.24968,0.00000,0.00000009,0.00000037,0.00002136,low_signal
54,54 06/07/2023,212.00,0.79136,0.00000,0.00000006,0.00000024,0.00002159,low_signal
55,55 06/07/2023,216.00,0.58926,0.00000,0.00000004,0.00000017,0.00002177,low_signal
56,56 06/07/2023,220.00,1.13994,0.00000,0.00000008,0.00000034,0.00002211,low_signal
57,57 06/07/2023,224.00,0.90879,0.00000,0.00000007,0.00000027,0.00002237,low_signal
58,58 06/07/2023,228.00,0.93117,0.00000,0.00000007,0.00000028,0.00002265,low_signal
59,59 06/07/2023,232.00,0.85333,0.00000,0.00000006,0.00000025,0.00002290,low_signal
60,60 06/07/2023,236.00,0.91508,0.00000,0.00000007,0.00000027,0.00002318,low_signal
61,61 06/07/2023,240.00,1.07922,0.00000,0.00000008,0.00000032,0.00002350,low_signal
62,62 06/07/2023,244.00,0.94887,0.00000,0.00000007,0.00000028,0.00002378,low_signal
63,63 06/07/2023,248.00,0.90036,0.00000,0.00000007,0.00000027,0.00002405,low_signal
64,64 06/07/2023,252.00,0.70434,0.00000,0.00000005,0.00000021,0.00002426,low_signal
65,65 06/07/2023,256.00,1.01502,0.00000,0.00000008,0.00000030,0.00002456,low_signal
66,66 06/07/2023,260.00,0.82452,0.00000,0.00000006,0.00000024,0.00002480,low_signal
67,67 06/07/2023,264.00,1.11431,0.00000,0.00000008,0.00000033,0.00002513,low_signal
68,68 06/07/2023,268.00,0.65680,0.00000,0.00000005,0.00000020,0.00002533,low_signal
69,69 06/07/2023,272.00,0.75563,0.00000,0.00000006,0.00000022,0.00002555,low_signal
